No,Nama Destinasi,Provinsi,Kategori,Rating,Jumlah pengujung/bulan,Harga Tiket Masuk (IDR),Fasilitas Utama,Latitude,Longitude,Link Gambar
92,Alun-Alun Padang Panjang,Sumatera Barat,Rekreasi & Taman,4.3,117561,0,"Area Parkir, Mushola, Toilet, Spot Foto",-0.85354,101.11055,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Rumah_Gadang_in_Padang_Panjang.jpg/960px-Rumah_Gadang_in_Padang_Panjang.jpg
93,Alun-Alun Sawahlunto,Sumatera Barat,Rekreasi & Taman,4.7,52254,0,"Toilet, Warung Makan, Area Parkir, Penyewaan Alat",-0.24272,100.45042,https://upload.wikimedia.org/wikipedia/commons/a/aa/Sawahlunto_Puncak.jpg
94,Alun-Alun Solok,Sumatera Barat,Rekreasi & Taman,4.7,26918,0,"Area Parkir, Toilet, Warung Makan, Spot Foto",-0.63587,100.68089,https://upload.wikimedia.org/wikipedia/commons/d/da/Masjid_Agung_di_Solok.jpg
95,Alun-Alun Pariaman,Sumatera Barat,Rekreasi & Taman,4.6,90981,0,"Area Parkir, Mushola, Toilet, Spot Foto",-0.26009,101.14212,https://upload.wikimedia.org/wikipedia/commons/8/89/Tabuik_festival.jpg
96,Alun-Alun Pekanbaru,Riau,Rekreasi & Taman,4.7,35306,0,"Toilet, Warung Makan, Area Parkir, Penyewaan Alat",0.62833,101.66869,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Masjid_Raya_Pekanbaru_%284%29.jpg/960px-Masjid_Raya_Pekanbaru_%284%29.jpg
97,Alun-Alun Dumai,Riau,Rekreasi & Taman,4.5,51843,0,"Area Parkir, Toilet, Warung Makan, Gazebo",0.20482,101.47341,https://upload.wikimedia.org/wikipedia/commons/1/11/Lokasi_Riau_Kota_Dumai.svg
98,Alun-Alun Batam,Kepulauan Riau,Rekreasi & Taman,4.6,125975,0,"Area Parkir, Mushola, Toilet, Spot Foto",3.49638,108.50472,https://upload.wikimedia.org/wikipedia/commons/e/e2/Unnamed_Road%2C_Kota_Batam%2C_Kepulauan_Riau_29411%2C_Indonesia_-_panoramio.jpg
99,Alun-Alun Tanjungpinang,Kepulauan Riau,Rekreasi & Taman,4.5,101601,0,"Area Parkir, Toilet, Warung Makan, Spot Foto",4.2529,108.63972,https://live.staticflickr.com/3893/14516543429_98e052256e_b.jpg
100,Alun-Alun Bintan,Kepulauan Riau,Rekreasi & Taman,4.2,112512,0,"Toilet, Warung Makan, Area Parkir, Penyewaan Alat",4.43664,108.19543,https://upload.wikimedia.org/wikipedia/commons/1/17/Suasana_pagi_di_pantai_club_med_bintan.jpg
101,Alun-Alun Karimun,Kepulauan Riau,Rekreasi & Taman,4.3,46523,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",10028,1034286,https://upload.wikimedia.org/wikipedia/commons/b/b1/Pulau_Tokong_Iyu_dan_Iyu_Kecil%2C_Karimun.JPG
102,Alun-Alun Jambi,Jambi,Rekreasi & Taman,4.9,27403,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-16099,1036148,https://www.google.com/search?q=Alun-Alun+Jambi&sca_esv=efcb37deddedd20f&udm=2&biw=638&bih=584&sxsrf=APpeQnsukWLkugJEhIpqjLLQ2eWmnnuc2w%3A1783920209567&ei=UXZUatKfIuy-seMPoOK-2A8&ved=0ahUKEwiSjJjT9M6VAxVsX2wGHSCxD_sQ4dUDCBE&uact=5&oq=Alun-Alun+Jambi&gs_lp=Egtnd3Mtd2l6LWltZyIPQWx1bi1BbHVuIEphbWJpMgQQABgeMgYQABgFGB4yBhAAGAUYHjIGEAAYCBgeMgYQABgIGB5I-w9QvghYvghwAXgAkAEAmAHNAaABzQGqAQMyLTG4AQPIAQD4AQH4AQKYAgGgAtABqAIAmAMBkgcDMi0xoAe9ArIHAzItMbgH0AHCBwMwLjHIBwKACAE&sclient=gws-wiz-img#sv=CAMSURoyKhBlLXVnRzlRODhUU1dXQU5NMg51Z0c5UTg4VFNXV0FOTToOSktpdEpnRXBhRFBobE0gBCoXCgFzEhBlLXVnRzlRODhUU1dXQU5NGAEwARgHIO7pnP4DSggQARgBIAEoAQ
103,Alun-Alun Sungai Penuh,Jambi,Rekreasi & Taman,4.7,23141,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-20625,1013934,https://www.google.com/imgres?q=Alun-Alun%20Sungai%20%20carikan%20fotonya&imgurl=https%3A%2F%2Fmedia-cdn.tripadvisor.com%2Fmedia%2Fphoto-s%2F09%2F0d%2F94%2F81%2Falun-alun-kapuas.jpg&imgrefurl=https%3A%2F%2Fwww.tripadvisor.co.id%2FLocationPhotoDirectLink-g317101-d3949305-i153740260-Kapuas_Square-Pontianak_West_Kalimantan_Kalimantan.html&docid=F6pU5pn-RT2ejM&tbnid=6LXGpr8yqxU7NM&vet=12ahUKEwiXjIHOg82VAxXISmwGHTu5KZsQnPAOegQIQBAA..i&w=550&h=413&hcb=2&ved=2ahUKEwiXjIHOg82VAxXISmwGHTu5KZsQnPAOegQIQBAA
104,Alun-Alun Palembang,Sumatera Selatan,Rekreasi & Taman,4.5,19820,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-29909,1047565,https://www.google.com/imgres?q=Alun-Alun%20Palembang%20carikan%20fotonya&imgurl=https%3A%2F%2Flookaside.instagram.com%2Fseo%2Fgoogle_widget%2Fcrawler%2F%3Fmedia_id%3D2422666002401584769&imgrefurl=https%3A%2F%2Fwww.instagram.com%2Fp%2FCGfCeSyj-aB%2F&docid=lO5bZspqXYpZaM&tbnid=nBKbXrLLpMQQQM&vet=12ahUKEwj3kf_rg82VAxUUSmwGHS3qES0QnPAOegQINhAA..i&w=1080&h=622&hcb=2&ved=2ahUKEwj3kf_rg82VAxUUSmwGHS3qES0QnPAOegQINhAA
105,Alun-Alun Prabumulih,Sumatera Selatan,Rekreasi & Taman,4.1,45342,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-34287,1042278,https://www.google.com/imgres?q=Alun-Alun%20Prabumulih%20carikan%20fotonya&imgurl=https%3A%2F%2Flookaside.fbsbx.com%2Flookaside%2Fcrawler%2Fmedia%2F%3Fmedia_id%3D1511935875598327&imgrefurl=https%3A%2F%2Fwww.facebook.com%2FIndonesiaEmas2045ID%2Fposts%2Fini-bukan-jakarta-prabumulih-south-sumaterapatung-patung-ini-berdiri-di-taman-tu%2F1511938218931426%2F&docid=nXKv_DMOd493DM&tbnid=Z7CvsaE7OxtTIM&vet=12ahUKEwia9K6KhM2VAxVIT2wGHdP7GBgQnPAOegQISBAA..i&w=712&h=441&hcb=2&ved=2ahUKEwia9K6KhM2VAxVIT2wGHdP7GBgQnPAOegQISBAA
106,Alun-Alun Lubuklinggau,Sumatera Selatan,Rekreasi & Taman,4.1,11374,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-32961,1028617,https://www.google.com/imgres?q=Alun-Alun%20Lubuklinggau%20carikan%20fotonya&imgurl=https%3A%2F%2Flookaside.fbsbx.com%2Flookaside%2Fcrawler%2Fmedia%2F%3Fmedia_id%3D1135343694717270&imgrefurl=https%3A%2F%2Fwww.facebook.com%2Finfolubuklinggau%2Fposts%2Fmenikmati-indahnya-sore-di-alun-alun-merdeka-lubuklinggau-tempat-cocok-untuk-ber%2F1135344241383882%2F&docid=xKdsbONiTGEGyM&tbnid=Bi1DWuzwRYjtDM&vet=12ahUKEwim-LOlhM2VAxV1T2wGHVeHHtYQnPAOegQIOhAA..i&w=1080&h=1440&hcb=2&ved=2ahUKEwim-LOlhM2VAxV1T2wGHVeHHtYQnPAOegQIOhAA
107,Alun-Alun Pagar Alam,Sumatera Selatan,Rekreasi & Taman,4.1,6678,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-40152,1032687,https://www.google.com/imgres?q=Alun-Alun%20Pagar%20Alam%20carikan%20fotonya&imgurl=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2Fd%2Fd7%2FAlun_-_alun_Kota_Pagaralam.jpg&imgrefurl=https%3A%2F%2Fid.wikipedia.org%2Fwiki%2FBerkas%3AAlun_-_alun_Kota_Pagaralam.jpg&docid=UAbCJm8jno5ijM&tbnid=CX1MkZetyjUZdM&vet=12ahUKEwj3s7yzhM2VAxW5S2cHHViQKykQnPAOegQIMxAA..i&w=1600&h=1200&hcb=2&ved=2ahUKEwj3s7yzhM2VAxW5S2cHHViQKykQnPAOegQIMxAA
108,Alun-Alun Bengkulu,Bengkulu,Rekreasi & Taman,4.8,38827,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-37928,1022601,https://www.google.com/imgres?q=Alun-Alun%20Bengkulu%20carikan%20fotonya&imgurl=https%3A%2F%2Fpenarafflesia.com%2Fsites%2Fdefault%2Ffiles%2Fimages%2Farticle%2F2022%2Fberendo.jpg&imgrefurl=https%3A%2F%2Fpenarafflesia.com%2Fpembangunan-alun-alun-berendo-sesuai-harapan-dinas-pupr-kota-bengkulu&docid=N-jXGiEOB4PHfM&tbnid=ogiEdCxMuRmyKM&vet=12ahUKEwir6OjKhM2VAxWbSWwGHR7fLZ8QnPAOegQIOxAA..i&w=1024&h=768&hcb=2&ved=2ahUKEwir6OjKhM2VAxWbSWwGHR7fLZ8QnPAOegQIOxAA
109,Alun-Alun Bandar Lampung,Lampung,Rekreasi & Taman,4.5,21198,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-54294,1052635,https://www.google.com/imgres?q=Alun-Alun%20Bandar%20Lampung%20carikan%20fotonya&imgurl=https%3A%2F%2Fmedia.indozone.id%2Fcrop%2F0x0%3A0x0%2Fimages%2F2026%2F05%2F07%2F1778134021_69fc2c05e2ff1_tugu_selamat_datang_bandar_lampung.jfif&imgrefurl=https%3A%2F%2Flampung.indozone.id%2Flifestyle%2F2486706237%2Frekomendasi-tempat-jalan-jalan-malam-seru-dan-aman-di-bandar-lampung&docid=zDpw5NqGPSNaeM&tbnid=QN8oBRLV_xmEFM&vet=12ahUKEwje1qPchM2VAxWeS2cHHb0rNJkQnPAOegQIQxAA..i&w=1600&h=1066&hcb=2&ved=2ahUKEwje1qPchM2VAxWeS2cHHb0rNJkQnPAOegQIQxAA
110,Alun-Alun Metro,Lampung,Rekreasi & Taman,4.6,14914,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-51135,1053068,https://www.google.com/imgres?q=Alun-Alun%20Metro%20carikan%20fotonya&imgurl=https%3A%2F%2Fmedia.indozone.id%2Fcrop%2F0x0%3A0x0%2Fimages%2F2026%2F01%2F23%2F1769151927_69731db75a9e3_img-20260123-wa0003.jpg&imgrefurl=https%3A%2F%2Flampung.indozone.id%2Flifestyle%2F2486592624%2Falun-alun-taman-merdeka-ruang-publik-favorit-dan-ikon-kota-metro-lampung&docid=EfhrJDUymEfWqM&tbnid=EhtyuwY8p4XAGM&vet=12ahUKEwi4xpbxhM2VAxVrd2wGHXoZLAwQnPAOegQINxAA..i&w=1576&h=978&hcb=2&ved=2ahUKEwi4xpbxhM2VAxVrd2wGHXoZLAwQnPAOegQINxAA
111,Alun-Alun Pangkalpinang,Kepulauan Bangka Belitung,Rekreasi & Taman,4,32890,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-21245,1061118,https://www.google.com/imgres?q=Alun-Alun%20Pangkalpinang%20carikan%20fotonya&imgurl=https%3A%2F%2Fwisato.id%2Fwp-content%2Fuploads%2F2020%2F01%2Falun-alun-taman-merdeka.jpg&imgrefurl=https%3A%2F%2Fwisato.id%2Fwisata-budaya%2Falun-alun-taman-merdeka-tempat-menawan-di-balik-sejarah-yang-rupawan%2F&docid=vRtHpd2u_JvaiM&tbnid=Y3nA5x0C-pFFDM&vet=12ahUKEwiM5_X9hM2VAxWzSmwGHaGoLVEQnPAOegQIQhAA..i&w=800&h=600&hcb=2&ved=2ahUKEwiM5_X9hM2VAxWzSmwGHaGoLVEQnPAOegQIQhAA
112,Alun-Alun Belitung,Kepulauan Bangka Belitung,Rekreasi & Taman,4.9,27299,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-27355,1076329,https://www.google.com/imgres?q=Alun-Alun%20Belitung%20carikan%20fotonya&imgurl=https%3A%2F%2Fwww.shutterstock.com%2Fshutterstock%2Fphotos%2F2450601353%2Fdisplay_1500%2Fstock-photo-tanjung-pandan-belitung-indonesia-november-satam-square-in-the-downtown-of-tanjung-2450601353.jpg&imgrefurl=https%3A%2F%2Fwww.shutterstock.com%2Fid%2Fsearch%2Ftanjung-pandan&docid=-NscfweiaKeKoM&tbnid=EEQ_tWaoHthWgM&vet=12ahUKEwj7yYaJhc2VAxW6SGwGHXMhPUgQnPAOegQINxAA..i&w=1500&h=1225&hcb=2&ved=2ahUKEwj7yYaJhc2VAxW6SGwGHXMhPUgQnPAOegQINxAA
113,Alun-Alun Jakarta Pusat,DKI Jakarta,Rekreasi & Taman,4.7,48585,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-61754,1068272,https://www.google.com/imgres?q=Alun-Alun%20Jakarta%20Pusat%20carikan%20fotonya&imgurl=https%3A%2F%2Fimages.trvl-media.com%2Fplace%2F6223429%2Fff095612-3c8b-432e-ab43-aafb6ed11dc6.jpg&imgrefurl=https%3A%2F%2Fwww.expedia.co.id%2FAlun-Alun-Merdeka-Central-Jakarta.d6291882.Tamasya&docid=B4AOQcqGECrSbM&tbnid=VcZ8GaMk-U5ytM&vet=12ahUKEwiA6p6Uhc2VAxWj3TgGHdpuJOcQnPAOegQINhAA..i&w=3840&h=2160&hcb=2&ved=2ahUKEwiA6p6Uhc2VAxWj3TgGHdpuJOcQnPAOegQINhAA
114,Alun-Alun Jakarta Utara,DKI Jakarta,Rekreasi & Taman,4.2,48689,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-61306,1068886,https://www.google.com/imgres?q=Alun-Alun%20Jakarta%20Utara%20carikan%20fotonya&imgurl=https%3A%2F%2Fimages.trvl-media.com%2Fplace%2F6291882%2F5c197198-f517-4d77-8beb-3ecde17a801b.jpg&imgrefurl=https%3A%2F%2Fwww.expedia.co.id%2FAlun-Alun-Merdeka-Central-Jakarta.d6291882.Tamasya&docid=B4AOQcqGECrSbM&tbnid=wtNCnfdDD2x5YM&vet=12ahUKEwiJuJW8hc2VAxVf1TgGHW58FeEQnPAOegQINBAA..i&w=3840&h=2160&hcb=2&ved=2ahUKEwiJuJW8hc2VAxVf1TgGHW58FeEQnPAOegQINBAA
115,Alun-Alun Jakarta Barat,DKI Jakarta,Rekreasi & Taman,4.2,47557,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-61683,1067588,https://www.google.com/imgres?q=Alun-Alun%20Jakarta%20Barat%20carikan%20fotonya&imgurl=https%3A%2F%2Fcdn1-production-images-kly.akamaized.net%2FG96SwMRQDYIDu3dAD_SL9zbSzzk%3D%2F1200x675%2Fsmart%2Ffilters%3Aquality(75)%3Astrip_icc()%3Aformat(jpeg)%2Fkly-media-production%2Fmedias%2F4013957%2Foriginal%2F094128300_1651653835-20220504-Berkah-Libur-Lebaran-Bagi-Jasa-Sewa-Ontel-di-Kota-Tua-IQBAL-8.jpg&imgrefurl=https%3A%2F%2Fwww.liputan6.com%2Fhot%2Fread%2F5046234%2F12-tempat-wisata-di-jakarta-barat-paling-populer-lengkap-dengan-harga-tiket&docid=dJyPAJZWHsZyDM&tbnid=PesXzd4Djcx46M&vet=12ahUKEwirwNLYhc2VAxVzwzgGHT7zGGUQnPAOegQINhAA..i&w=1200&h=675&hcb=2&ved=2ahUKEwirwNLYhc2VAxVzwzgGHT7zGGUQnPAOegQINhAA
116,Alun-Alun Jakarta Selatan,DKI Jakarta,Rekreasi & Taman,4.2,49020,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-62615,1068106,https://www.google.com/imgres?q=Alun-Alun%20Jakarta%20Selatan%20carikan%20fotonya&imgurl=https%3A%2F%2Fmultimedia.beritajakarta.id%2Fphoto%2F2014_508c75c8507a2ae5223dfd2faeb98122%2F34f2615c418e9bcb74b8a09332c3c4d4.jpg&imgrefurl=https%3A%2F%2Fm.beritajakarta.id%2Fread%2F23530%2Fdki-miliki-alun-alun-terluas-di-indonesia&docid=IZywElrFoCpqYM&tbnid=_lgtyvD7KrQI3M&vet=12ahUKEwicgYXqhc2VAxVu7TgGHT-eMO4QnPAOegQIPhAA..i&w=448&h=336&hcb=2&ved=2ahUKEwicgYXqhc2VAxVu7TgGHT-eMO4QnPAOegQIPhAA
117,Alun-Alun Jakarta Timur,DKI Jakarta,Rekreasi & Taman,4.3,7693,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-62250,1069004,https://www.google.com/imgres?q=Alun-Alun%20Jakarta%20Timur%20carikan%20fotonya&imgurl=https%3A%2F%2Fak-d.tripcdn.com%2Fimages%2F1mi62224x938h2z002333.jpg%3Fproc%3Dsource%2Ftrip&imgrefurl=https%3A%2F%2Fid.trip.com%2Fmoments%2Fdetail%2Fwest-jakarta-1456608-134003039%3Flocale%3Did-ID&docid=l3DqB9gRgEQkIM&tbnid=nbjbQOmsmYg33M&vet=12ahUKEwjdg8uLhs2VAxVa1jgGHTyhMkYQnPAOegQINhAA..i&w=1080&h=810&hcb=2&ved=2ahUKEwjdg8uLhs2VAxVa1jgGHTyhMkYQnPAOegQINhAA
118,Alun-Alun Kepulauan Seribu,DKI Jakarta,Rekreasi & Taman,4.5,34467,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-57483,1065703,https://www.google.com/imgres?q=Alun-Alun%20Kepulauan%20Seribu%20carikan%20fotonya&imgurl=https%3A%2F%2Fwisatapulauseribu.co.id%2Fwp-content%2Fuploads%2F2022%2F01%2F5-Destinasi-Wisata-Kepulauan-Seribu-yang-Sangat-Terjangkau-1200x720.jpg&imgrefurl=https%3A%2F%2Fwisatapulauseribu.co.id%2F5-destinasi-wisata-kepulauan-seribu-yang-sangat-terjangkau%2F&docid=IOT5qfaZAIQuUM&tbnid=G00IoBQS1tPQLM&vet=12ahUKEwiv7anchs2VAxV3yjgGHVs3BxAQnPAOegQIQhAA..i&w=1200&h=720&hcb=2&ved=2ahUKEwiv7anchs2VAxV3yjgGHVs3BxAQnPAOegQIQhAA
119,Alun-Alun Bogor,Jawa Barat,Rekreasi & Taman,4.4,34723,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-65971,1067932,https://www.google.com/imgres?q=Alun-Alun%20Bogor%20carikan%20fotonya&imgurl=https%3A%2F%2Fcdn-strapi.prod.99iddev.net%2Fassets%2FSejarah_Alun_Alun_Bogor_6a3a074737.jpg&imgrefurl=https%3A%2F%2Fwww.rumah123.com%2Fexplore%2Fkota-bogor%2Falun-alun-bogor%2F&docid=BnRhhbOM90AiPM&tbnid=k5vwcChKe_4xXM&vet=12ahUKEwiom5nrhs2VAxUKxTgGHWzqFTcQnPAOegQIPxAA..i&w=1280&h=720&hcb=2&ved=2ahUKEwiom5nrhs2VAxUKxTgGHWzqFTcQnPAOegQIPxAA
120,Alun-Alun Depok,Jawa Barat,Rekreasi & Taman,4.3,8627,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-64025,1068206,https://travelspromo.com/htm-wisata/alun-alun-kota-depok/
121,Alun-Alun Bekasi,Jawa Barat,Rekreasi & Taman,4.6,30939,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-62383,1070048,https://www.google.com/imgres?q=Alun-Alun%20Bekasi%20carikan%20fotonya&imgurl=https%3A%2F%2Fkotabekasikeren.com%2Fwp-content%2Fuploads%2F2024%2F10%2Fimage_750x_642d67e8a8781.jpg&imgrefurl=https%3A%2F%2Fkotabekasikeren.com%2Falun-alun-bekasi-wajib-kamu-kunjungi-ini-alasannya%2F&docid=oQaYjrnR03VSLM&tbnid=RAlvcK2Lz9JIIM&vet=12ahUKEwjMu6aJic2VAxVka2wGHUo3EmYQnPAOegQIOxAA..i&w=750&h=451&hcb=2&ved=2ahUKEwjMu6aJic2VAxVka2wGHUo3EmYQnPAOegQIOxAA
122,Alun-Alun Cikarang,Jawa Barat,Rekreasi & Taman,4.1,47941,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-62711,1071451,https://www.google.com/imgres?q=Alun-Alun%20Cikarang%20carikan%20fotonya%20gambarnya&imgurl=https%3A%2F%2Fak-d.tripcdn.com%2Fimages%2F1lo1i12000rddg1ba438A_C_480_270_R5_Q70.jpg_.webp&imgrefurl=https%3A%2F%2Fid.trip.com%2Ftravel-guide%2Fdestination%2Fcentral-cikarang-1524319%2F&docid=COqggX6bGYfOdM&tbnid=oxI265cIyL3LTM&vet=12ahUKEwiA7NCkic2VAxWEUGcHHTzlGw8QnPAOegQIPxAA..i&w=640&h=360&hcb=2&ved=2ahUKEwiA7NCkic2VAxWEUGcHHTzlGw8QnPAOegQIPxAA
123,Alun-Alun Bandung,Jawa Barat,Rekreasi & Taman,4.3,26834,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-69219,1076061,https://www.google.com/imgres?q=Alun-Alun%20Bandung%20carikan%20fotonya%20gambarnya&imgurl=https%3A%2F%2Fcnc-magazine.oramiland.com%2Fparenting%2Fimages%2Falun-alun_kota_bandung_-_shutters.width-800.format-webp.webp&imgrefurl=https%3A%2F%2Fwww.orami.co.id%2Fmagazine%2Falun-alun-kota-bandung&docid=76b26uQpD4Hz5M&tbnid=EG-0Mz3TkVcJ2M&vet=12ahUKEwj-6ZvNic2VAxXXRWwGHfuiDIgQnPAOegQIThAA..i&w=800&h=449&hcb=2&ved=2ahUKEwj-6ZvNic2VAxXXRWwGHfuiDIgQnPAOegQIThAA
124,Alun-Alun Cimahi,Jawa Barat,Rekreasi & Taman,4.3,23047,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-68727,1075458,https://www.google.com/imgres?q=Alun-Alun%20Cimahi%20carikan%20fotonya%20gambarnya&imgurl=https%3A%2F%2Ftravelspromo.com%2Fwp-content%2Fuploads%2F2024%2F08%2FPapan-nama-Alun-Alun-Cimahi-Dede-Rusmansyah.jpg&imgrefurl=https%3A%2F%2Ftravelspromo.com%2Fhtm-wisata%2Falun-alun-cimahi-wisata-kuliner-dan-berolahraga%2F&docid=KCunDHvxOgXP0M&tbnid=tpO_J7YsOpGECM&vet=12ahUKEwit1_DZic2VAxVST2wGHYGqKVYQnPAOegQIPBAA..i&w=1331&h=998&hcb=2&ved=2ahUKEwit1_DZic2VAxVST2wGHYGqKVYQnPAOegQIPBAA
125,Alun-Alun Sukabumi,Jawa Barat,Rekreasi & Taman,4.4,31105,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-69237,1069287,https://www.google.com/imgres?q=Alun-Alun%20Sukabumi%20carikan%20fotonya%20gambarnya&imgurl=https%3A%2F%2Fimage.idn.media%2Fpost%2F20230124%2Fscreenshot-2023-01-24-205357-983e4e55a5771a75575c7cbca7c8139b.png&imgrefurl=https%3A%2F%2Fjabar.idntimes.com%2Ftravel%2Fdestination%2Fmenikmati-alun-alun-di-sukabumi-yang-semakin-apik-00-v7fnw-zfpgfk&docid=Xhw7OJ0TTwi2PM&tbnid=9oy0gDawCzV-iM&vet=12ahUKEwjv44fzic2VAxWPaHADHaUqPUAQnPAOegQIPBAA..i&w=733&h=494&hcb=2&ved=2ahUKEwjv44fzic2VAxWPaHADHaUqPUAQnPAOegQIPBAA
126,Alun-Alun Cianjur,Jawa Barat,Rekreasi & Taman,4.7,15230,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-68168,1071425,https://www.google.com/imgres?q=Alun-Alun%20Cianjur%20carikan%20fotonya%20gambarnya&imgurl=https%3A%2F%2Flookaside.instagram.com%2Fseo%2Fgoogle_widget%2Fcrawler%2F%3Fmedia_id%3D2351462197414430845&imgrefurl=https%3A%2F%2Fwww.instagram.com%2Fp%2FCCiEmn6JRQ8%2F&docid=XiNiPLkmwuRG3M&tbnid=3tFnz48HImQVfM&vet=12ahUKEwin7tz-ic2VAxWEUGcHHTzlGw8QnPAOegQIQBAA..i&w=1440&h=957&hcb=2&ved=2ahUKEwin7tz-ic2VAxWEUGcHHTzlGw8QnPAOegQIQBAA
127,Alun-Alun Garut,Jawa Barat,Rekreasi & Taman,4.2,20707,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-72279,1079006,https://www.google.com/imgres?q=Alun-Alun%20Garut%20carikan%20fotonya%20gambarnya&imgurl=https%3A%2F%2Ftravelspromo.com%2Fwp-content%2Fuploads%2F2024%2F08%2FTampilan-depan-Alun-Alun-Garut-Hari-Purnama-.jpg&imgrefurl=https%3A%2F%2Ftravelspromo.com%2Fhtm-wisata%2Falun-alun-garut%2F&docid=wHg3YBKA7QYJnM&tbnid=aBz7ocbO-EisOM&vet=12ahUKEwjh45GMis2VAxWFcGwGHbR1DC8QnPAOegQIPxAA..i&w=1200&h=900&hcb=2&ved=2ahUKEwjh45GMis2VAxWFcGwGHbR1DC8QnPAOegQIPxAA
128,Alun-Alun Tasikmalaya,Jawa Barat,Rekreasi & Taman,4.5,26976,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-73274,1082232,https://www.google.com/imgres?q=Alun-Alun%20Tasikmalaya%20carikan%20fotonya%20gambarnya&imgurl=https%3A%2F%2Fik.imagekit.io%2Ftvlk%2Fblog%2F2025%2F06%2Fshutterstock_2593467111.jpg%3Ftr%3Dq-70%2Cc-at_max%2Cw-1000%2Ch-600&imgrefurl=https%3A%2F%2Fwww.traveloka.com%2Fid-id%2Fexplore%2Fdestination%2Falun-alun-tasikmalaya-trp%2F610363&docid=YYH7zM-jfDwo0M&tbnid=lSc5F3UpcHOoaM&vet=12ahUKEwiw_PWXis2VAxWjZ2wGHWf3AiYQnPAOegQIOBAA..i&w=800&h=600&hcb=2&ved=2ahUKEwiw_PWXis2VAxWjZ2wGHWf3AiYQnPAOegQIOBAA
129,Alun-Alun Ciamis,Jawa Barat,Rekreasi & Taman,4.5,49262,Gratis,"Area Bermain, Jogging Track, Tempat Duduk, Toilet, Area PKL",-73262,1083537,https://www.google.com/imgres?q=Alun-Alun%20Ciamis%20carikan%20fotonya%20gambarnya&imgurl=https%3A%2F%2Fik.imagekit.io%2Ftvlk%2Fblog%2F2025%2F06%2Falun-alun-ciamis.jpg%3Ftr%3Dq-70%2Cc-at_max%2Cw-1000%2Ch-600&imgrefurl=https%3A%2F%2Fwww.traveloka.com%2Fid-id%2Fexplore%2Fdestination%2Fwisata-alun-alun-ciamis-trp%2F597821&docid=zIB8N_DJUgkTdM&tbnid=O9raHOQm9tvyOM&vet=12ahUKEwj_p86lis2VAxUCbWwGHSJEA7EQnPAOegQIPBAA..i&w=800&h=600&hcb=2&ved=2ahUKEwj_p86lis2VAxUCbWwGHSJEA7EQnPAOegQIPBAA
